expense_id,employee_id,date,category,amount,status
EXP00884,TN0127,2026-07-16,Cab,1740.74,Pending
EXP00885,TN0014,2026-03-14,Internet,1972.0,Approved
EXP00886,TN0202,2026-04-06,Meals,1686.64,Approved
EXP00887,TN0429,2026-03-24,Flight,2947.55,Pending
EXP00888,TN0426,2026-07-01,Internet,1219.78,Rejected
EXP00889,TN0490,2026-03-10,Meals,1252.81,Pending
EXP00890,TN0497,2026-01-12,Internet,1433.55,Pending
EXP00891,TN0167,2026-08-31,Internet,1999.73,Rejected
EXP00892,TN0067,2026-02-24,Office Supplies,528.81,Rejected
EXP00893,TN0145,2026-03-24,Office Supplies,561.01,Approved
EXP00894,TN0281,2026-09-01,Meals,810.23,Pending
EXP00895,TN0131,2026-02-15,Flight,17458.26,Pending
EXP00896,TN0046,2026-01-06,Office Supplies,1278.65,Pending
EXP00897,TN0400,2026-04-14,Train,3376.97,Rejected
EXP00898,TN0079,2026-01-31,Train,2657.89,Pending
EXP00899,TN0377,2026-07-26,Train,4557.18,Rejected
EXP00900,TN0068,2026-04-02,Internet,644.17,Pending
EXP00901,TN0263,2026-02-21,Cab,1196.79,Pending
EXP00902,TN0244,2026-03-10,Meals,1160.55,Approved
EXP00903,TN0388,2026-04-19,Office Supplies,2030.71,Approved
EXP00904,TN0223,2026-06-11,Cab,368.43,Rejected
EXP00905,TN0175,2026-09-07,Cab,1739.63,Rejected
EXP00906,TN0352,2026-07-02,Flight,16925.35,Rejected
EXP00907,TN0323,2026-06-15,Meals,334.35,Pending
EXP00908,TN0224,2026-01-21,Office Supplies,2544.77,Approved
EXP00909,TN0066,2026-06-25,Train,4271.07,Rejected
EXP00910,TN0219,2026-03-17,Meals,276.37,Approved
EXP00911,TN0470,2026-01-12,Meals,372.21,Pending
EXP00912,TN0212,2026-01-25,Cab,1703.01,Rejected
EXP00913,TN0417,2026-03-06,Train,1572.36,Approved
EXP00914,TN0394,2026-05-09,Hotel,2088.7,Rejected
EXP00915,TN0237,2026-02-15,Office Supplies,1156.38,Pending
EXP00916,TN0024,2026-01-22,Cab,2210.38,Pending
EXP00917,TN0161,2026-05-31,Internet,1182.5,Rejected
EXP00918,TN0231,2026-06-09,Office Supplies,1545.85,Approved
EXP00919,TN0109,2026-02-17,Hotel,7026.83,Rejected
EXP00920,TN0133,2026-08-12,Internet,659.5,Rejected
EXP00921,TN0010,2026-01-02,Cab,424.19,Approved
EXP00922,TN0336,2026-05-03,Cab,1775.74,Rejected
EXP00923,TN0495,2026-07-10,Meals,1361.46,Pending
EXP00924,TN0317,2026-07-28,Meals,777.17,Rejected
EXP00925,TN0494,2026-06-26,Internet,1092.5,Pending
EXP00926,TN0045,2026-02-02,Flight,2715.08,Approved
EXP00927,TN0418,2026-01-05,Internet,1955.78,Approved
EXP00928,TN0108,2026-05-04,Internet,717.73,Approved
EXP00929,TN0224,2026-08-04,Internet,1787.28,Rejected
EXP00930,TN0098,2026-01-23,Train,3940.72,Approved
EXP00931,TN0243,2026-04-19,Hotel,2108.38,Approved
EXP00932,TN0379,2026-06-29,Cab,2415.09,Pending
EXP00933,TN0011,2026-08-09,Cab,1525.28,Approved
EXP00934,TN0151,2026-05-26,Office Supplies,4219.04,Approved
EXP00935,TN0171,2026-01-03,Hotel,6117.2,Rejected
EXP00936,TN0222,2026-09-08,Cab,2144.25,Rejected
EXP00937,TN0297,2026-06-02,Internet,1331.46,Pending
EXP00938,TN0019,2026-05-05,Cab,1292.34,Rejected
EXP00939,TN0372,2026-06-06,Internet,1857.61,Pending
EXP00940,TN0119,2026-07-02,Hotel,5320.81,Pending
EXP00941,TN0296,2026-03-22,Meals,301.62,Rejected
EXP00942,TN0214,2026-08-16,Cab,424.81,Rejected
EXP00943,TN0481,2026-06-15,Train,2462.3,Pending
EXP00944,TN0011,2026-02-11,Train,3740.56,Pending
EXP00945,TN0177,2026-04-23,Flight,10368.36,Rejected
EXP00946,TN0466,2026-06-25,Train,4639.98,Rejected
EXP00947,TN0337,2026-04-30,Flight,16189.19,Rejected
EXP00948,TN0365,2026-04-10,Cab,2107.74,Rejected
EXP00949,TN0335,2026-07-08,Train,4061.47,Approved
EXP00950,TN0319,2026-02-23,Train,3577.21,Approved
EXP00951,TN0342,2026-05-04,Flight,5186.01,Approved
EXP00952,TN0311,2026-05-06,Hotel,7389.16,Pending
EXP00953,TN0156,2026-03-02,Flight,11130.87,Approved
EXP00954,TN0184,2026-08-14,Train,2042.4,Approved
EXP00955,TN0090,2026-07-31,Office Supplies,4503.95,Approved
EXP00956,TN0414,2026-01-17,Train,2380.85,Rejected
EXP00957,TN0117,2026-01-31,Meals,558.55,Pending
EXP00958,TN0175,2026-07-20,Train,3939.12,Rejected
EXP00959,TN0137,2026-08-18,Flight,15727.83,Rejected
EXP00960,TN0310,2026-06-21,Hotel,6709.96,Pending
EXP00961,TN0410,2026-04-28,Office Supplies,3852.09,Approved
EXP00962,TN0401,2026-06-06,Meals,1451.45,Approved
EXP00963,TN0422,2026-05-24,Hotel,5156.98,Approved
EXP00964,TN0323,2026-01-31,Office Supplies,1265.32,Pending
EXP00965,TN0081,2026-07-06,Train,3657.55,Rejected
EXP00966,TN0256,2026-07-07,Office Supplies,766.68,Rejected
EXP00967,TN0187,2026-03-27,Office Supplies,947.53,Approved
EXP00968,TN0225,2026-09-06,Cab,1957.67,Approved
EXP00969,TN0126,2026-08-02,Office Supplies,2526.22,Pending
EXP00970,TN0259,2026-02-13,Hotel,3274.92,Rejected
EXP00971,TN0387,2026-04-17,Train,3295.43,Approved
EXP00972,TN0078,2026-07-12,Office Supplies,2789.36,Approved
EXP00973,TN0071,2026-07-25,Cab,1121.51,Pending
EXP00974,TN0460,2026-04-28,Office Supplies,2725.93,Rejected
EXP00975,TN0186,2026-08-30,Hotel,4652.11,Approved
EXP00976,TN0368,2026-07-26,Meals,1709.83,Approved
EXP00977,TN0174,2026-03-22,Cab,2457.57,Approved
EXP00978,TN0223,2026-01-16,Cab,1934.1,Rejected
EXP00979,TN0473,2026-06-14,Flight,16488.92,Approved
EXP00980,TN0324,2026-09-08,Internet,1698.61,Rejected
EXP00981,TN0499,2026-03-17,Cab,1094.71,Rejected
EXP00982,TN0359,2026-05-22,Office Supplies,1730.32,Rejected
EXP00983,TN0161,2026-08-21,Train,436.35,Pending
EXP00984,TN0461,2026-05-16,Meals,1672.72,Rejected
EXP00985,TN0207,2026-04-25,Internet,807.7,Rejected
EXP00986,TN0320,2026-07-21,Meals,1243.26,Rejected
EXP00987,TN0177,2026-08-16,Office Supplies,3973.35,Pending
EXP00988,TN0398,2026-02-20,Train,787.69,Rejected
EXP00989,TN0172,2026-04-10,Internet,1578.32,Approved
EXP00990,TN0267,2026-05-19,Train,1383.18,Rejected
EXP00991,TN0283,2026-03-21,Meals,745.13,Rejected
EXP00992,TN0082,2026-01-06,Hotel,8144.49,Rejected
EXP00993,TN0304,2026-03-08,Flight,15399.55,Pending
EXP00994,TN0372,2026-04-19,Meals,376.71,Approved
EXP00995,TN0431,2026-04-06,Train,3284.15,Pending
EXP00996,TN0064,2026-01-13,Office Supplies,3359.52,Approved
EXP00997,TN0230,2026-03-18,Meals,1378.97,Pending
EXP00998,TN0174,2026-03-02,Office Supplies,3805.06,Rejected
EXP00999,TN0290,2026-07-02,Internet,1498.28,Rejected
EXP01000,TN0120,2026-03-31,Train,1708.86,Rejected
